tweets,Sentiment
stressed at the health clinic due to covid-19? the barrel. self-isolating at home? the barrel. stockpiling at the supermarket? the barrel.,Negative
i think my community has given up on #coronavirus... went to the grocery store with my gloves n mask on... and everyone else had gone totally back to normal. #whatthe #lockdownextension #didimisssomething #ivebeenwatching #cnn #theyhaventmentionedthis #socialdistancing #or,Neutral
@govmlg @nmdoh i just hope no one attends in-person church services next wknd since its still scary to go to grocery store #socialdistancing,Negative
"stuck at home in uk ? shopping online ?
get a free donation to fa4g when you shop.
sign up and fa4g will get a one off donation of 5
 
#covid19 #covid2019 #isolation #essentials",Positive
as the effects of covid 19 rolled across canada financial pressures facing its provinces begin to mount newfoundland and labrador was the first to tiptoe the edge of the fiscal precipice but indications are that other provinces may not be far behind,Negative
"#coronavirus #pricegouging
1/2 'n 1/2: $8.99/quart
baking yeast: not in any stores; $15 for 3 pouches at @amazon
dairy products:  most prices doubled
 
who's monitoring, @realdonaldtrump ?  where 2 report #pricegouging ?  @secpompeo ?",Neutral
"south africa announces 155 new cases of covid-19, raising the country's total to 709, citizens advised to stock up on food and other essentials ahead of lockdown.#lockdownkenya #covid19out @moh_kenya @statehousekenya",Neutral
"gas dock operators/owners: winnigas is getting inquiries if fuel docks are open because of covid-19 concerns.

please post your current fuel prices to  as this will alert boaters that you are open.

#covid19 #lakewinnipesaukee #fuel #lakelife #nh  #boating",Positive
"covid 19 safe football songs ???

you will walk alone

marching on two metes apart

that place was a shithole, i'm glad i stayed home

oh when the saints, go shopping online

i, so, i, so, so, so, i, so, so so, iso isolation

#stayhomesavelives
#covid19
#day8oflockdown",Positive
"bakkt marching towards summer launch of consumer app, while closing $300m series b  #app #bakkt #blockchain #covid-19 #crypto #digitalsecurities #ice #seriesa #seriesb #securitytoken #sto #securitytokens #digitalsecurities",Neutral
"grocery workers are beginning to die of coronavirus - a trader joes worker in scarsdale, n.y., a greeter at a giant store in largo, md., and two walmart employees from the same chicago-area store have died of covid-19 in recent days.",Extremely Negative
i need to stop online shopping. alyssa going broke will not solve covid-19,Extremely Negative
"consumer expectations plunge as coronavirus drags on economy, new york fed finds | fox business  #coronavirus #coronavtj #techjunkieinvest",Negative
#covid-19 precaution tip 1: let's continue to fight #coronavirus together. @freshdairyug reminds you to wash your hands frequently with with soap and water or clean them with an alcohol-based hand sanitizer to kill viruses that may be on your hands.,Negative
"@moniza_hossain as i go on my walks or drive to supermarket/drugstore, i see small local businesses who were struggling before covid-19, and i think about them never coming back. ?",Negative
"why is supermarket shopping so boring and uneventful these days?! .........

#coronavirus #chinaliedpeopledied #auspol",Negative
reduce water and soap prices 19 ke kenya ireri,Neutral
front lines of covid19: grocery workers are beginning to die of coronavirus  #coronavirus #covid19 #groceryworkersdie,Negative
"news surfacing of food shortage &; panic buying in china as second wave of coronavirus threat looms. countries have stopped trade of food, to fight covid19 pandemic on their soil!
china imports $150b worth of food supplies!
#coronavirusoutbreak #stayhome #wewillwin #ccp #covid_19",Extremely Negative
store workers gas attendants  pharmacists are at higher risk of they are doing their jobs despite the jeopardy stress  fatigue we ask that you do yours  clean your hands cover coughs physical distance yourself,Positive
during the covid 19 pandemic let s not forget about essential retail and grocery store employees who put themselves in harm s way to ensure we have access to vital goods they are one of the many groups of unheralded heroes during this health emergency,Positive
gov if i entered the  stay at home order  more than 700k arkansans would go to work and countless numbers would go to the grocery store let me assure you if we need to do more we will 19,Positive
"- the good, the bad and the toilet paper #coronavirus #quarantine #toiletpaper",Negative
share profits from low crude oil prices with people amid covid-19 lockdown: cong to govt - outlook india,Negative
can covid-19 just piss off already? i went to the supermarket today to get my brand of brown rice and there was none left. it's either that or a bunch of people starting to get boujee. if it's the latter reason pls stop. it's hard out here for a college student #coronavirusnz,Extremely Negative
